# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d results/06_bqsr/bam/SRR11951233.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	e80f4eb8	69301fba	ba0296b5
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	36974468
SN	filtered sequences:	26363593
SN	sequences:	10610875
SN	is sorted:	1
SN	1st fragments:	10610875
SN	last fragments:	0
SN	reads mapped:	10610875
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	82727	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2039475
SN	total length:	800571301	# ignores clipping
SN	total first fragment length:	800571301	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	800571301	# ignores clipping
SN	bases mapped (cigar):	794982194	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	75
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	23.4
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214575	0	0	0	158115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10236643	0	0	0
FFQ	2	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3995	22482	5303	6592	27736	29972	41967	32029	35005	18817	0	21377	0	0	0	0	0	0	0	0	517503	0	0	2365031	2156032	3167433	1576370	583030	0
FFQ	3	0	0	16	0	0	0	0	0	0	7088	13356	4788	13381	25905	49248	19134	30542	352812	143	25373	2973146	2568403	2398618	1353115	775516	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	28	0	0	0	0	0	0	0	9034	11231	5084	18193	23362	33966	40713	345728	15365	23722	2748347	2704767	2564251	1318113	748715	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	7386	9207	4929	18505	20858	28462	40768	13007	356975	25561	0	2636038	2361430	2711823	1596505	779421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	896	0	0	0	0	0	0	0	0	12311	14835	9920	36636	28994	76170	270776	33481	63438	546201	1921870	3112354	3601096	881614	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	8	0	0	0	0	0	0	0	0	6095	20063	19757	63614	15301	72206	281591	31096	40084	513477	1619897	4307304	3150284	469932	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	44	0	0	0	0	0	0	0	0	12992	18244	16540	18501	34226	83497	36236	298019	37936	126089	559384	2207708	3766263	2942916	452280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	10	0	0	0	0	0	0	0	0	9301	21039	18532	21292	36478	67966	37774	402122	39586	103478	603516	2046951	3341811	3395543	465408	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	165	0	0	0	0	0	0	0	0	0	17253	14428	11102	29161	53255	76976	308446	39777	166397	552813	2234993	2663286	3621748	820951	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
