# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 07_recalBases/bam/SRR11951242.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	bb08c8c8	f402c19d	f8fa543a
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	35305698
SN	filtered sequences:	26676934
SN	sequences:	8628764
SN	is sorted:	1
SN	1st fragments:	8628764
SN	last fragments:	0
SN	reads mapped:	8628764
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	72574	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2694312
SN	total length:	651979250	# ignores clipping
SN	total first fragment length:	651979250	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	651979250	# ignores clipping
SN	bases mapped (cigar):	646311518	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	75
SN	average first fragment length:	76
SN	average last fragment length:	0
SN	maximum length:	76
SN	maximum first fragment length:	76
SN	maximum last fragment length:	0
SN	average quality:	22.4
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169227	5113	0	0	0	127352	0	0	0	0	0	0	0	0	0	0	0	0	0	8325692	0	0	0
FFQ	2	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	17934	4220	17585	14511	53291	20493	38396	9903	4585	12291	0	0	0	0	0	0	0	0	415751	0	0	2743054	953126	2561821	1295768	462340	0
FFQ	3	0	0	14	0	0	0	0	0	6013	10645	3867	18541	9471	46853	24327	21987	258147	7198	5173	3460256	1082623	1933186	1112442	628021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	34	0	0	0	0	0	0	0	7423	8717	4048	25436	11857	55873	13259	279639	9827	9055	3280418	1191185	2057868	1074563	599562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	6143	7351	3757	24181	11634	50890	14419	288927	11601	10135	2845280	1223902	2188736	1310474	631334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	765	0	0	0	0	0	0	0	0	10398	12403	8119	38454	15620	276056	18294	29228	510669	2226537	1828479	2934108	719634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	7	0	0	0	0	0	0	0	5156	11171	16401	25510	44187	68957	20329	235100	9737	151486	364149	2131116	2665705	2528868	350885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	30	0	0	0	0	0	0	0	0	10976	14677	16635	21804	36206	85635	221231	39834	203203	349719	3088332	1796817	2380618	363047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	10	0	0	0	0	0	0	0	0	7622	16848	17683	25963	33903	77778	303442	43091	160263	405541	2786201	1622237	2755539	372643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	140	0	0	0	0	0	0	0	0	14439	11401	8965	34110	33128	95833	232245	32156	160962	415169	2606280	1367565	2952172	664199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	11	0	0	13	0	0	0	0	0	0	0	0	6563	16501	13367	34504	28013	78905	221071	43212	141575	398565	2612004	1845207	2792353	396911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	12	0	0	15	0	0	0	0	0	0	0	0	5776	18214	15885	27010	30659	74224	296315	47317	149664	456638	2371581	1755380	2929427	450659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	13	0	0	54	0	0	0	0	0	0	0	0	7483	16739	9647	25420	21203	88151	257076	31674	156899	407840	2452059	1849123	2844817	460579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	14	0	0	33	0	0	0	0	0	0	0	0	7466	14402	9251	26695	21379	79841	240643	31689	22662	501092	2500469	1931568	2747100	494474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	15	0	0	48	0	0	0	0	0	0	0	0	7442	13715	9329	28178	21437	91758	234154	31780	167646	423746	2574278	1867338	2675125	482790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	16	0	0	24	0	0	0	0	0	0	0	0	7485	14176	9664	28104	21463	78093	248315	30244	24344	532077	2534545	1873981	2690235	536014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	17	0	0	1	0	0	0	0	0	0	0	0	7178	14679	10017	28855	21735	90744	239257	30644	173854	438026	2545115	1815718	2704366	508575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	18	0	0	23	0	0	0	0	0	0	0	0	7191	14516	9957	28153	22994	90252	241232	30805	174866	431687	2529873	1799553	2728452	519210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	19	0	0	7	0	0	0	0	0	0	0	0	6631	14421	10110	28320	22166	77859	248437	29964	26370	528361	2504911	1884894	2705595	540718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	20	0	0	44	0	0	0	0	0	0	0	0	6552	14719	10036	27984	23860	77341	253505	30450	26377	535017	2497098	1858193	2727801	539787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	21	0	0	51	0	0	0	0	0	0	0	0	6891	15253	12630	29989	40775	80752	238957	52854	163908	435774	2508451	1823222	2710507	508750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	22	0	0	91	0	0	0	0	0	0	0	0	7002	15021	10428	29197	25737	80084	251970	32007	27492	532414	2488558	1876554	2715104	537105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	23	0	0	66	0	0	0	0	0	0	0	0	6767	15136	12613	30887	39695	68760	252379	53227	10328	539600	2479262	1879647	2703456	536941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	24	0	0	348	0	0	0	0	0	0	0	0	7052	15597	13147	31990	42487	70673	252922	53990	10342	540923	2476624	1859545	2710624	542500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	25	0	0	20	0	0	0	0	0	0	0	0	7259	16134	13153	32404	41937	85868	237673	54703	170482	433916	2533300	1805333	2697987	498595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	26	0	0	22	0	0	0	0	0	0	0	7514	17053	11611	32332	28339	85237	21785	269889	25984	10171	542593	2475368	1841269	2722982	536615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	27	0	0	96	0	0	0	0	0	0	0	7764	17065	11930	33854	28047	86715	21469	266373	25629	10232	540695	2456827	1862586	2716349	543133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	28	0	0	150	0	0	0	0	0	0	0	8178	17062	11680	34107	29338	87879	21889	265596	25248	9478	540351	2474399	1859951	2707705	535753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	29	0	0	8	0	0	0	0	0	0	0	8342	16945	11756	34953	28993	88170	21706	265767	24962	9085	544954	2472089	1864061	2697446	539527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	30	0	0	12	0	0	0	0	0	0	0	8845	17185	12065	35843	30591	90627	23005	265213	24823	14215	542994	2450684	1864853	2699559	548250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
